17034,,E/ECWA/78,Report on the headquarters of the Commission :; note from the Executive Secretary.,http://digitallibrary.un.org/record/17034/files/E_ECWA_78-AR.pdf; http://digitallibrary.un.org/record/17034/files/E_ECWA_78-EN.pdf
17035,,E/ECWA/78/Add.1,"Report on the headquarters of the Commission in Baghdad, Iraq :; financial implications.",http://digitallibrary.un.org/record/17035/files/E_ECWA_78_Add.1-AR.pdf; http://digitallibrary.un.org/record/17035/files/E_ECWA_78_Add.1-EN.pdf
17036,,E/ECWA/79,The role of the regional commissions in the implementation of GA res. 32/197 and ESC res. 1978/74.,http://digitallibrary.un.org/record/17036/files/E_ECWA_79-AR.pdf; http://digitallibrary.un.org/record/17036/files/E_ECWA_79-EN.pdf
17037,,E/ECWA/80,"Survey of economic and social development in the ECWA region, 1970-1978 :; 4th biennial review and appraisal of progress in the implementation of the International Development Strategy for the 2nd Development Decade in the ECWA region.",http://digitallibrary.un.org/record/17037/files/E_ECWA_80-EN.pdf
17038,,E/ECWA/80/Add.1,"Survey of economic and social developments in the ECWA region, 1970-1978 :; a summary of the 4th biennial review and appraisal of progress in the implementation of the International Development Strategy for the 2nd Development Decade in the ECWA region.",http://digitallibrary.un.org/record/17038/files/E_ECWA_80_Add.1-AR.pdf; http://digitallibrary.un.org/record/17038/files/E_ECWA_80_Add.1-EN.pdf
17039,,E/ECWA/81,Note from the Executive Secretary.,http://digitallibrary.un.org/record/17039/files/E_ECWA_81-AR.pdf; http://digitallibrary.un.org/record/17039/files/E_ECWA_81-EN.pdf
17040,,E/ECWA/82,The financial status of the Commission's programmes :; report of the Executive Secretary.,http://digitallibrary.un.org/record/17040/files/E_ECWA_82-AR.pdf; http://digitallibrary.un.org/record/17040/files/E_ECWA_82-EN.pdf
17041,,E/ECWA/83,Invitation of States Members of the United Nations to participate in a consultative capacity in the Commission's work :; note from the Executive Secretary.,http://digitallibrary.un.org/record/17041/files/E_ECWA_83-AR.pdf; http://digitallibrary.un.org/record/17041/files/E_ECWA_83-EN.pdf
17042,,E/ECWA/84,Review of the Commission's resolution 37 (IV).,http://digitallibrary.un.org/record/17042/files/E_ECWA_84-AR.pdf; http://digitallibrary.un.org/record/17042/files/E_ECWA_84-EN.pdf
17043,,E/ECWA/85,Review of the Commission's resolution 37 (IV).,http://digitallibrary.un.org/record/17043/files/E_ECWA_85-AR.pdf; http://digitallibrary.un.org/record/17043/files/E_ECWA_85-EN.pdf
17044,,E/ECWA/86,Consideration of applications of States members of the United Nations not members of the Commission to participate in a consultative capacity in the 6th session of the Commission.,http://digitallibrary.un.org/record/17044/files/E_ECWA_86-AR.pdf; http://digitallibrary.un.org/record/17044/files/E_ECWA_86-EN.pdf
17045,,E/ECWA/87,[Note verbale to the Chairman of the delegation of the Palestine Liberation Organization].,http://digitallibrary.un.org/record/17045/files/E_ECWA_87-AR.pdf; http://digitallibrary.un.org/record/17045/files/E_ECWA_87-EN.pdf
17047,,E/ECWA/INF.22/Rev.1,List of participants. Corrigendum :; members.,http://digitallibrary.un.org/record/17047/files/E_ECWA_INF.22_Rev.1-EN.pdf
17048,,E/ECWA/INF.23,List of documents submitted to the Commission at its 6th session.,http://digitallibrary.un.org/record/17048/files/E_ECWA_INF.23-AR.pdf
17049,,E/ECWA/DPD/WG.14/2,Provisional agenda.,
17050,,E/ECWA/IAD/WG.11/5,Policy framework for investment in irrigation projects /; prepared by Dr. Juan A. Zapata.,
17051,,E/ECWA/IAD/WG.11/6,"Water requirement and nutrient supply of crops irrigated with water of various qualities /; by Dr. Uwe Schleiff, Leichtweiss-Institute for Water Research, University of Braunschweig, Germany (FRG).",
17052,,E/ECWA/IAD/WG.11/26,"Studies on Nile water quality before and after the High Dam and its effect on soil fertility /; prepared by B. S. Zikri, M. S. El-Sawaby, Agriculture Research Centre, Cairo, Arab Republic of Egypt.",
17053,,E/ECWA/IAD/WG.11/28,Final report.,
17054,,E/ECWA/IAD/WG.11/INF.1,Notes for the information of participants.,
17055,,E/ECWA/NR/WP.2/Add.1,Establishment of a Regional Water Resources Council.,
17056,,E/ECWA/NR/CONF.2/13,Background document /; presented by the Economic Commission for Western Asia to the United Nations Conference on Science and Technology for Development.,http://digitallibrary.un.org/record/17056/files/E_ECWA_NR_CONF.2_13-AR.pdf; http://digitallibrary.un.org/record/17056/files/E_ECWA_NR_CONF.2_13-EN.pdf
17057,,E/ECWA/NR/CONF.2/CP.7/Add.1,"Summary of the national paper of the Yemen Arab Republic submitted to the United Nations Conference on Science and Technology for Development, Vienna, August 1979.",http://digitallibrary.un.org/record/17057/files/E_ECWA_NR_CONF.2_CP.7_Add.1-AR.pdf; http://digitallibrary.un.org/record/17057/files/E_ECWA_NR_CONF.2_CP.7_Add.1-EN.pdf
17058,,E/ECWA/NR/CONF.2/CP.10,"National paper to be submitted to the United Nations Conference on Science and Technology for Development, Vienna, Austria, 20-31 August 1979 /; The Republic of Iraq.",http://digitallibrary.un.org/record/17058/files/E_ECWA_NR_CONF.2_CP.10-AR.pdf; http://digitallibrary.un.org/record/17058/files/E_ECWA_NR_CONF.2_CP.10-EN.pdf
17059,,E/ECWA/NR/CONF.2/CP.11/Add.1/Rev.1,"Summary of the national paper of the Arab Republic of Egypt submitted to the United Nations Conference on Science and Technology for Development, Vienna, August 1979.",http://digitallibrary.un.org/record/17059/files/E_ECWA_NR_CONF.2_CP.11_Add.1_Rev.1-AR.pdf; http://digitallibrary.un.org/record/17059/files/E_ECWA_NR_CONF.2_CP.11_Add.1_Rev.1-EN.pdf
17060,,E/ECWA/NR/CONF.2/CP.12/Add.1,Summary country paper of the State of Bahrain for the United Nations Conference on Science and Technology for Development.,http://digitallibrary.un.org/record/17060/files/E_ECWA_NR_CONF.2_CP.12_Add.1-AR.pdf; http://digitallibrary.un.org/record/17060/files/E_ECWA_NR_CONF.2_CP.12_Add.1-EN.pdf
17061,,E/ECWA/NR/CONF.2/CP.13/Add.1,"Summary of the national paper of the United Arab Emirates submitted to the United Nations Conference on Science and Technology for Development, Vienna, August 1979.",http://digitallibrary.un.org/record/17061/files/E_ECWA_NR_CONF.2_CP.13_Add.1-AR.pdf; http://digitallibrary.un.org/record/17061/files/E_ECWA_NR_CONF.2_CP.13_Add.1-EN.pdf
17062,,E/ECWA/NR/CONF.2/CP.14,"National paper /; presented by the Palestine Liberation Organization to the United Nations Conference on Science and Technology for Development, Vienna, August 1979.",http://digitallibrary.un.org/record/17062/files/E_ECWA_NR_CONF.2_CP.14-AR.pdf; http://digitallibrary.un.org/record/17062/files/E_ECWA_NR_CONF.2_CP.14-EN.pdf
17063,,E/ECWA/NR/CONF.3/14,Report of the Ad Hoc Intergovernmental Committee established in the ECWA 2nd Regional Water Meeting on the possibility of establishing a Regional Water Resources Council.,
17064,,E/ECWA/NR/CONF.3/L.1,Draft report of ECWA's 2nd Regional Water Meeting.,http://digitallibrary.un.org/record/17064/files/E_ECWA_NR_CONF.3_L.1-AR.pdf; http://digitallibrary.un.org/record/17064/files/E_ECWA_NR_CONF.3_L.1-EN.pdf
17065,,E/ECWA/POP/CONF.3/WP.1,A policy for population data collection system /; by Vaino Kannisto.,
17066,,E/ECWA/SDHS/CONF.3/3,The role of the Arab development funds in human settlements finance in the ECWA region /; by Riad Khouri.,
17067,,E/ECWA/SDHS/CONF.3/4,Urbanization and city management in ECWA countries /; by Fuad I. Khuri.,
17068,,E/ECWA/SDHS/CONF.3/5,"The traditional Arab city between authenticity and modernity /; by Abdul-Aziz Al-Daouiatli, National Institute of Arts and Antiquities, Tunis.",
17069,,E/ECWA/SDHS/CONF.3/6,Overview of human settlement issues in the ECWA region /; prepared by the Social Development and Human Settlements Division of ECWA Secretariat.,
17070,,E/ECWA/SDHS/CONF.3/7,"The management of physical and human resources for human settlements development in the ECWA region /; by Dr. Tammam Nakkash, Vice President, TEAM International, Beirut, Lebanon.",
17071,,E/ECWA/SDHS/CONF.4/1,Provisional agenda.,
17072,,E/ECWA/SDHS/CONF.4/2,"Proposed Regional Programme of Action for Western Asia for the 2nd half of the United Nations Decade for Women :; Equality, Development, and Peace, 1981-1985.",http://digitallibrary.un.org/record/17072/files/E_ECWA_SDHS_CONF.4_2-AR.pdf
17073,,E/ECWA/SDHS/CONF.4/3,Recent changes and trends in the situation of women in the ECWA region.,
17074,,E/ECWA/SDHS/CONF.4/4,Report on the activities of the Economic Commission for Western Asia in the field of the integration of women in development in Western Asia.,
17075,,E/ECWA/SDHS/CONF.4/5,Proposed special measures of assistance to the Palestinian woman.,
17076,,E/ECWA/SDHS/CONF.4/INF.1,Provisional schedule for the meeting.,http://digitallibrary.un.org/record/17076/files/E_ECWA_SDHS_CONF.4_INF.1-AR.pdf; http://digitallibrary.un.org/record/17076/files/E_ECWA_SDHS_CONF.4_INF.1-EN.pdf
17077,,E/ECWA/SDHS/CONF.4/INF.2,Provisional list of documents.,http://digitallibrary.un.org/record/17077/files/E_ECWA_SDHS_CONF.4_INF.2-AR.pdf; http://digitallibrary.un.org/record/17077/files/E_ECWA_SDHS_CONF.4_INF.2-EN.pdf
17078,,E/ECWA/SDHS/CONF.4/L.1,Draft final report.,
17764,,E/ECWA/POP/CONF.3/2/Rev.1,Regional Population Conference of ECWA (2nd :; 1979 : Damascus). Final report.,
17765,,E/ECWA/POP/CONF.3/WP.2,Contemporary international migration and human resources development in the Arab region :; background and policy issues /; by J.S. Birks and C.A. Sinclair.,
17766,,E/ECWA/POP/CONF.3/WP.3,"The idea of compensation in international migration /; by W.R. Bohning, International Labour Office.",
17767,,E/ECWA/SDHS/CONF.4/2/Rev.2,"Regional Programme of Action for Western Asia for the 2nd half of the United Nations Decade for Women :; Equality, Development and Peace, 1981-1985.",
17768,,E/ECWA/SDHS/CONF.4/5/Rev.2,Special measures of assistance to the Palestinian woman.,
17769,,E/ECWA/SDHS/CONF.4/7/S,"Summary of the final report, ""The Regional Programme of Action for Western Asia for the 2nd half of the United Nations Decade for Women :; Equality, Development, and Peace, 1981-1985"", and ""Special measures of assistance to the Palestinian woman"". To be submitted to the Preparatory Committee of the World Conference of the United Nations Decade for Women, 1980.",
18604,,E/ECWA/ID/WG.4/1,Agenda.,
18605,,E/ECWA/ID/WG.4/2,Aide memoire on projects for regional co-operation in capital goods and heavy engineering industries.,
18606,,E/ECWA/POP/CONF.3/WP.13,"Policies for the reduction of mortality differentials /; prepared by William Brass, Professor of Medical Demography, London School of Hygiene and Tropical Medicine, England.",
18607,,E/ECWA/POP/WG.13/28,"Census requirements and budget /; by Abdul-Muniem Abu-Nuwar, Director, Population and Housing Census, Department of Statistics, Hashemite Kingdom of Jordan.",
19242,,E/ECWA/DPD/WG.14/INF.1,Note to participants.,
19968,,E/ECWA/115,Provisional agenda.,http://digitallibrary.un.org/record/19968/files/E_ECWA_115-FR.pdf
19969,,E/ECWA/117,"Proposed programme budget, 1982-1983.",http://digitallibrary.un.org/record/19969/files/E_ECWA_117-AR.pdf; http://digitallibrary.un.org/record/19969/files/E_ECWA_117-EN.pdf
19970,,E/ECWA/118,"Proposed work programme and priorities, 1982-1983. Regional advisory services (regular budget).",http://digitallibrary.un.org/record/19970/files/E_ECWA_118-AR.pdf; http://digitallibrary.un.org/record/19970/files/E_ECWA_118-EN.pdf
19971,,E/ECWA/AGRI/80/3,"A study of adjustment of output to price in the agricultural sector /; by Syed Ahmad, Professor of Economics, McMaster University.",http://digitallibrary.un.org/record/19971/files/E_ECWA_AGRI_80_3-EN.pdf
19972,,E/ECWA/ID/WG.4/14,Establishment of power cables manufacturing industry in the ECWA region :; a techno-economic study.,
19973,,E/ECWA/ID/WG.4/16,Technology transfer and development pertaining to capital goods industries.,
19974,,E/ECWA/NR/WG.1/1,Provisional agenda.,
19975,,E/ECWA/NR/WG.1/3,Solar energy in Arab countries :; statement /; by Mr. M. Ali Kettani.,
19976,,E/ECWA/NR/WG.1/5,Report on wind energy in the Arab World.,
19977,,E/ECWA/POP/CONF.4/1,Provisional scientific programme.,http://digitallibrary.un.org/record/19977/files/E_ECWA_POP_CONF.4_1-AR.pdf; http://digitallibrary.un.org/record/19977/files/E_ECWA_POP_CONF.4_1-EN.pdf
19978,,E/ECWA/POP/CONF.4/WP.1,"Determinants and consequences of the Arab brain drain /; by Tawfiq A. Zarour, College of Education, University of Jordan.",
19979,,E/ECWA/POP/CONF.4/WP.2,"Major issues in sending countries /; prepared by Suleiman Farag Yeslam, Director General, Central Statistical Organization, Ministry of Planning, Aden - People's Democratic Republic of Yemen.",
19980,,E/ECWA/STAT/WG.3/3,Foreign trade and industrial statistics of the Syrian Arab Republic. Coverage - valuation - strengths - weaknesses /; by Farid Al-Boustany.,
20610,,E/ECWA/ID/WG.4/17,"Development of capital goods and heavy engineering industries in the Syrian Arab Republic /; by Dr. Abdallah Sallouta, Deputy Minister of Industry.",
20611,,E/ECWA/STAT/WG.3/6,External trade and industrial statistics of Jordan /; by Wasef Azar.,
21280,,E/ECWA/DPD/2,Survey report on the technical assistance needs of selected ECWA countries in financial management.,http://digitallibrary.un.org/record/21280/files/E_ECWA_DPD_2-EN.pdf
21281,,E/ECWA/DPD/WG.14/1/Rev.2; E/ECWA/DPD/WG.14/3/Add.2/Rev.1,Development strategy for the region of the Economic Commission for Western Asia in the 3rd United Nations Development Decade.,
21282,,E/ECWA/ID/WG.4/3,The viability of establishing a regional telecommunication industry in the ECWA region. Volume I. Basic economic and technological considerations.,
21283,,E/ECWA/ID/WG.4/4,The viability of establishing a regional telecommunication industry in the ECWA region. Volume II. Prefeasibility study on the telephone exchange.,
21284,,E/ECWA/ID/WG.4/5,Establishment of telephone cables industry in ECWA region :; a techno-economic study.,
21285,,E/ECWA/ID/WG.4/6,The viability of establishing a regional electric power equipment industry in the ECWA region. Volume I. Basic economic and technological consideration.,
21286,,E/ECWA/ID/WG.4/7,The viability of establishing a regional electric power equipment industry in the ECWA region. Volume II. Prefeasibility study on turbines and generators.,
21287,,E/ECWA/ID/WG.4/8,The viability of establishing a regional electric power industry in the ECWA region. Volume III. Prefeasibility study on transformers.,
21288,,E/ECWA/ID/WG.4/9,Industrial co-operation.,
21289,,E/ECWA/ID/WG.4/10,The viability of establishing a regional telecommunication industry in the ECWA region. Volume III. Prefeasibility study on telephone instruments.,
21290,,E/ECWA/ID/WG.4/11,Establishment of manufacturing capacities for fabricated equipment for chemical industries in the ECWA region :; a techno-economic study.,
21291,,E/ECWA/ID/WG.4/12,Preliminary study on the viability of manufacturing of construction equipment in the ECWA region.,
21292,,E/ECWA/ID/WG.4/INF.3,Provisional list of participants.,
21293,,E/ECWA/NR/11,Report on improvement of national mining codes and assessment of the situation with regard to full sovereignty of ECWA member countries over their mineral resources.,http://digitallibrary.un.org/record/21293/files/E_ECWA_NR_11-EN.pdf
21294,,E/ECWA/NR/12,Arab energy :; prospects to 2000. Part 1.,
21295,,E/ECWA/NR/WG.1/7,The ECWA regional report for the United Nations Conference on New and Renewable Sources of Energy.,
21296,,E/ECWA/POP/WG.13/4,"Use of sampling in population and housing censuses :; some supplementary observations /; prepared by Population Programmes and Projects Branch Department of Technical Co-operation for Development, United Nations.",
21297,,E/ECWA/POP/WG.13/26,"Population Censuses and Economic Planning /; by Walid Al-Hindi, State Planning Commission, Syrian Arab Republic.",
21298,,E/ECWA/POP/WG.13/34,"The relationship between population and housing censuses /; prepared by The Population Division, Economic Commission for Western Asia, Beirut.",
21299,,E/ECWA/STAT/WG.3/INF.1,Aide-Memoire. Expert Group Meeting on Foreign Trade and Industrial Statistics.,
25235,,E/1981/55; E/ECWA/134,"Economic Commission for Western Asia :; report on the 8th session, 3-7 May 1981.",http://digitallibrary.un.org/record/25235/files/E_1981_55_E_ECWA_134-AR.pdf; http://digitallibrary.un.org/record/25235/files/E_1981_55_E_ECWA_134-EN.pdf; http://digitallibrary.un.org/record/25235/files/E_1981_55_E_ECWA_134-FR.pdf
25398,,E/ECWA/115/Add.1,Annotated provisional agenda.,http://digitallibrary.un.org/record/25398/files/E_ECWA_115_Add.1-EN.pdf
25399,,E/ECWA/116,Regional Preparatory Expert Group Meeting for the United Nations Conference on New and Renewable Sources of Energy.,http://digitallibrary.un.org/record/25399/files/E_ECWA_116-AR.pdf; http://digitallibrary.un.org/record/25399/files/E_ECWA_116-EN.pdf
25400,,E/ECWA/116/Corr.1,Corrigendum.,
25401,,E/ECWA/117/Add.1,Economic Commission for Western Asia :; note /; by the Executive Secretary.,http://digitallibrary.un.org/record/25401/files/E_ECWA_117_Add.1-AR.pdf; http://digitallibrary.un.org/record/25401/files/E_ECWA_117_Add.1-EN.pdf
25402,,E/ECWA/118/Add.2,Publications programme.,http://digitallibrary.un.org/record/25402/files/E_ECWA_118_Add.2-AR.pdf; http://digitallibrary.un.org/record/25402/files/E_ECWA_118_Add.2-EN.pdf
25403,,E/ECWA/118/Add.3,"Conferences, meetings and expert groups.",http://digitallibrary.un.org/record/25403/files/E_ECWA_118_Add.3-AR.pdf; http://digitallibrary.un.org/record/25403/files/E_ECWA_118_Add.3-EN.pdf
25404,,E/ECWA/118/Add.4,Economic Commission for Western Asia :; note /; by the Executive Secretary.,http://digitallibrary.un.org/record/25404/files/E_ECWA_118_Add.4-AR.pdf; http://digitallibrary.un.org/record/25404/files/E_ECWA_118_Add.4-EN.pdf
25405,,E/ECWA/119,Disabled persons in the ECWA region :; features and dimensions of the problem and a regional plan of action.,http://digitallibrary.un.org/record/25405/files/E_ECWA_119-AR.pdf; http://digitallibrary.un.org/record/25405/files/E_ECWA_119-EN.pdf
25406,,E/ECWA/119/Add.1,Economic Commission for Western Asia :; note /; by the Executive Secretary.,http://digitallibrary.un.org/record/25406/files/E_ECWA_119_Add.1-AR.pdf; http://digitallibrary.un.org/record/25406/files/E_ECWA_119_Add.1-EN.pdf
25407,,E/ECWA/120,Progress report on the implementation of the work programme.,http://digitallibrary.un.org/record/25407/files/E_ECWA_120-AR.pdf; http://digitallibrary.un.org/record/25407/files/E_ECWA_120-EN.pdf
25409,,E/ECWA/120/Add.2,Progress report on the implementation of the work programme. Technical co-operation activities.,http://digitallibrary.un.org/record/25409/files/E_ECWA_120_Add.2-AR.pdf; http://digitallibrary.un.org/record/25409/files/E_ECWA_120_Add.2-EN.pdf
25410,,E/ECWA/120/Add.3,Progress report on the implementation of the work programme :; note /; by the Executive Secretary.,http://digitallibrary.un.org/record/25410/files/E_ECWA_120_Add.3-AR.pdf; http://digitallibrary.un.org/record/25410/files/E_ECWA_120_Add.3-EN.pdf
25411,,E/ECWA/121,Intergovernmental Meeting on the Development of an Integrated Transport System for Western Asia.,http://digitallibrary.un.org/record/25411/files/E_ECWA_121-AR.pdf; http://digitallibrary.un.org/record/25411/files/E_ECWA_121-EN.pdf
25412,,E/ECWA/122/Add.1(PartI),Development strategy for the region of the Economic Commission for Western Asia in the 3rd United Nations Development Decade.,
25413,,E/ECWA/122/Add.2,Resolution /; adopted by the General Assembly.,http://digitallibrary.un.org/record/25413/files/E_ECWA_122_Add.2-AR.pdf; http://digitallibrary.un.org/record/25413/files/E_ECWA_122_Add.2-EN.pdf
25414,,E/ECWA/123/Add.1,Institutional model for national centres for the transfer and development of technology :; note /; by the Executive Secretary.,http://digitallibrary.un.org/record/25414/files/E_ECWA_123_Add.1-AR.pdf; http://digitallibrary.un.org/record/25414/files/E_ECWA_123_Add.1-EN.pdf
25415,,E/ECWA/124/Add.1,Recommendations for a programme of technical co-operation among Arab States.,http://digitallibrary.un.org/record/25415/files/E_ECWA_124_Add.1-AR.pdf; http://digitallibrary.un.org/record/25415/files/E_ECWA_124_Add.1-EN.pdf
25416,,E/ECWA/124/Add.2,Review of technical co-operation among developing countries.,http://digitallibrary.un.org/record/25416/files/E_ECWA_124_Add.2-AR.pdf; http://digitallibrary.un.org/record/25416/files/E_ECWA_124_Add.2-EN.pdf
25417,,E/ECWA/125,"Decentralization of economic and social activities to, and strengthening of, the regional commissions.",http://digitallibrary.un.org/record/25417/files/E_ECWA_125-AR.pdf; http://digitallibrary.un.org/record/25417/files/E_ECWA_125-EN.pdf
25419,,E/ECWA/126,"The World Conference of the United Nations Decade for Women :; Equality, Development and Peace, Copenhagen, 13-30 July 1980 : note /; by the Executive Secretary.",
25420,,E/ECWA/126/Add.1,"The World Conference of the United Nations Decade for Women :; Equality, Development and Peace (Copenhagen, 13-30 July 1980) : note from the Executive Secretary.",http://digitallibrary.un.org/record/25420/files/E_ECWA_126_Add.1-AR.pdf; http://digitallibrary.un.org/record/25420/files/E_ECWA_126_Add.1-EN.pdf
25421,,E/ECWA/127,Economic Commission for Western Asia :; note of the Executive Secretary.,http://digitallibrary.un.org/record/25421/files/E_ECWA_127-AR.pdf; http://digitallibrary.un.org/record/25421/files/E_ECWA_127-EN.pdf
25422,,E/ECWA/129,Economic Commission for Western Asia :; note of the Executive Secretary.,http://digitallibrary.un.org/record/25422/files/E_ECWA_129-AR.pdf; http://digitallibrary.un.org/record/25422/files/E_ECWA_129-EN.pdf
25423,,E/ECWA/130,Economic Commission for Western Asia :; note of the Executive Secretary.,http://digitallibrary.un.org/record/25423/files/E_ECWA_130-AR.pdf; http://digitallibrary.un.org/record/25423/files/E_ECWA_130-EN.pdf
25424,,E/ECWA/133,Communication from the Delegation of Egypt :; note /; by the Executive Secretary.,http://digitallibrary.un.org/record/25424/files/E_ECWA_133-AR.pdf; http://digitallibrary.un.org/record/25424/files/E_ECWA_133-EN.pdf
25425,,E/ECWA/INF.27,Notes for the information of participants.,http://digitallibrary.un.org/record/25425/files/E_ECWA_INF.27-AR.pdf; http://digitallibrary.un.org/record/25425/files/E_ECWA_INF.27-EN.pdf
25426,,E/ECWA/INF.29,Provisional list of documents.,
25427,,E/ECWA/INF.29/Rev.1,List of documents.,http://digitallibrary.un.org/record/25427/files/E_ECWA_INF.29_Rev.1-AR.pdf; http://digitallibrary.un.org/record/25427/files/E_ECWA_INF.29_Rev.1-EN.pdf
25428,,E/ECWA/AGR/WG.12/2,"Statement of aims and objectives /; by the joint ECWA/FAO Agriculture Division, ECWA, Beirut.",
25429,,E/ECWA/AGR/WG.12/3,The state of resources and management in the agricultural sector of the ECWA Region /; by the Joint ECWA/FAO Agriculture Division.,
25430,,E/ECWA/AGR/WG.12/6,"Ecological problems and the administrative and planning framework :; a case study from Kenya /; by Randall Baker School of Development Studies, University of East Anglia, Norwich, England.",
25431,,E/ECWA/AGR/WG.12/9,"Forestry development strategy for the ECWA region /; by T.M. Eren, Chief [and] B. Ben Salem, Forest and Wildlands Conservation Branch, Forest Resources Division, FAO, Rome.",
25432,,E/ECWA/AGR/WG.12/12,"The MAB approach to the conservation and management of natural resources with emphasis on arid and semi-arid land problems in the Arab States in general and ECWA region in particular /; by Mahmood A. Clor, Regional Adviser - Environmental Studies, Unesco Regional Office for Science & Technology for the Arab States, UNESCO, Paris.",
25433,,E/ECWA/AGR/WG.12/13,"FAO/UNEP project on desertification assessment and mapping /; by T. Boyadgiev, Project Coordinator, Soil Resources, Management and Conservation Service, Land and Water Development Division.",
25434,,E/ECWA/AGR/WG.12/14,"Ecological Management of Arid and Semi-arid Rangelands (EMASAR) :; concept, objectives and present activities /; by T. Ionesco, Grassland and Pasture Crops Group, AGPC, FAO, Rome.",
25435,,E/ECWA/AGR/WG.12/16,"Agro-climatological aspects of agricultural resource conservation /; by E.G. Davy and A.S. Zaitsev, World Meteorological Organization, Geneva, Switzerland.",
25436,,E/ECWA/AGR/WG.12/17,"Environmental aspects of agricultural resources conservation with reference to irrigated farming /; by Louay T. Kadry, Technical Officer (Environmental Studies) [and] Abdullah Arar, Senior Officer, Land and Water Development Division, FAO, Rome.",
25437,,E/ECWA/AGR/WG.12/18,"Lands of the ECWA region and their potential for rainfed crop production /; compiled by G.M. Higgins and A.H. Kassam, Soil Resources, Management and Conservation Service, Land and Water Development Division, FAO, Rome.",
25438,,E/ECWA/AGR/WG.12/19,"Soil and water conservation strategies for the ECWA region /; by D.W. Sanders, Senior Officer (Soil Conservation), Soil Resources, Management and Conservation Service, Land and Water Development Division, FAO, Rome.",
25439,,E/ECWA/AGR/WG.12/20,"Techniques for water management and conservation under semi-arid and arid conditions /; by Abdullah Arar, Senior Officer, Water Resources, Development and Management Service, Land and Water Development Division.",
25440,,E/ECWA/AGR/WG.12/21,"Management and conservation of groundwater in the ECWA region /; by R.G. Thomas, Senior Officer, Land and Water Development Division, FAO, Rome.",
25441,,E/ECWA/AGR/WG.12/25,"A development approach for semi-arid areas of the ECWA region (planning and implementation) /; by Neal R. Carpenter, Chief, Farm Management & Production Economics Service, Agricultural Services Division, FAO, Rome.",
25442,,E/ECWA/AGR/WG.12/26,"Potential for Middle Eastern regional cooperative projects involving arid lands natural resources /; by W.H. Brooks, Director, Regional Development Program, B.S. Hutchinson, Information Specialist, Arid Lands [and] E. Cook, Coordinator, Information Services, Office of Arid Lands Studies, University of Arizona, Tucson, Arizona, U.S.A.",
25443,,E/ECWA/AGR/WG.12/29,"Drought loss management :; strategies for minimizing the risks of drought in India /; by S.S. Johl, Director of Research, Punjab Agricultural University, Ludhiana, India.",
25447,,E/ECWA/DPD/WG.15/1,Provisional agenda.,
25448,,E/ECWA/DPD/WG.15/1/Add.1,Provisional annotated agenda.,
25449,,E/ECWA/ID/WG.4/18,Industrialization and industrial policy in the Economic Commission for Western Asia region :; a preliminary report.,
25450,,E/ECWA/ID/WG.4/19,"Choices and risks of electronic products manufacturing in developing countries /; by Dr. Khaled M. Diab, ECWA Consultant.",
